BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,SalePrice
2.0,0,733,5,604,0,1337.0,1,5395.0,41.0,0.0,0,5,8,1337.0,1993,180000
3.0,3,341,5,772,0,1971.0,1,9675.0,75.0,0.0,48,5,7,1113.0,2005,253000
3.0,0,129,0,175,1,1112.0,0,2592.0,36.0,0.0,0,3,5,536.0,1976,85000
2.0,0,0,1,0,1,1224.0,0,9842.0,70.0,0.0,0,5,4,41.125,1962,101800
3.0,0,828,4,174,1,1002.0,0,8750.0,69.0,76.0,0,6,5,1002.0,1970,148500
3.0,0,0,1,970,1,1709.0,1,2522.0,31.5,50.0,40,5,7,970.0,2004,137500
2.0,0,0,1,1869,0,1869.0,2,7820.0,68.0,362.0,54,5,9,1869.0,2007,318061
1.0,2,1324,5,113,1,1473.0,2,17869.125,65.0,0.0,48,8,5,1437.0,1968,143000
3.0,0,580,4,333,1,1558.0,0,10930.0,60.0,0.0,0,6,5,913.0,1945,140000
3.0,0,0,1,936,0,1776.0,1,14006.0,65.0,144.0,96,5,7,936.0,2002,192500
1.0,1,553,5,77,1,630.0,2,1533.0,31.5,0.0,0,7,5,630.0,1970,92000
3.0,0,0,1,770,0,1576.0,1,8125.0,65.0,0.0,50,5,7,770.0,2006,197000
2.0,0,0,1,768,1,792.0,1,9022.0,52.0,0.0,0,8,5,768.0,1924,109500
3.0,2,1288,5,417,0,1718.0,1,10637.0,79.0,336.0,44,5,8,1705.0,2007,297000
3.0,0,0,1,1489,0,1489.0,1,9156.0,69.0,0.0,0,7,6,1489.0,1968,185750
3.0,0,666,5,278,0,1840.0,1,12420.0,79.0,0.0,45,5,7,944.0,2001,230000
3.0,0,168,0,739,1,1131.0,0,5925.0,50.0,415.0,72,7,4,907.0,1937,89471
3.0,1,1274,2,256,2,1530.0,1,16158.0,107.5,16.0,36,5,7,1530.0,2005,260000
3.0,1,648,5,80,2,1456.0,1,8199.0,63.0,0.0,18,5,7,728.0,2005,189000
4.0,3,0,1,755,1,1510.0,0,9084.0,60.0,0.0,0,5,4,755.0,1940,108000
3.0,0,191,2,673,1,864.0,0,8120.0,70.0,0.0,0,7,4,864.0,1970,124500
