BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,SalePrice
3.0,0,216,2,540,1,1717.0,1,9550.0,60.0,0.0,35,5,7,756.0,1915,140000
4.0,0,0,1,1393,2,2599.0,1,14774.0,107.5,165.0,30,5,9,1393.0,1999,333168
3.0,0,386,3,342,1,1644.0,1,9480.0,79.0,224.0,0,7,5,728.0,1942,146500
4.0,1,970,5,166,1,2468.0,1,12099.0,99.0,388.0,154,5,8,1136.0,2004,354000
1.0,0,732,5,64,1,1362.0,0,14115.0,85.0,0.0,30,5,5,796.0,1993,143000
3.0,1,428,5,1048,0,1484.0,2,9037.0,64.0,32.0,33,5,8,1476.0,2006,265900
1.0,3,661,5,203,1,1200.0,1,9230.0,71.0,166.0,64,8,5,864.0,1965,146000
3.0,0,0,1,1064,0,1350.0,0,10140.0,78.0,174.0,0,5,6,1064.0,1974,165000
3.0,0,0,1,0,1,1152.0,3,6040.0,65.0,0.0,0,5,4,41.125,1955,82000
3.0,0,144,3,379,2,1680.0,1,10140.0,78.0,0.0,73,5,7,1650.0,1998,213250
3.0,0,0,1,540,1,1440.0,0,5000.0,63.0,0.0,0,4,5,540.0,1900,79000
3.0,0,695,4,519,0,1214.0,0,10355.0,69.0,196.0,111,5,5,1214.0,1967,143000
3.0,0,533,5,192,0,1479.0,1,13517.0,69.0,289.0,44,8,6,725.0,1976,130500
3.0,0,0,1,893,1,1801.0,1,10463.0,72.0,0.0,116,5,8,893.0,2005,239900
3.0,0,547,4,224,1,1494.0,1,7500.0,69.0,0.0,0,7,6,771.0,1942,177500
4.0,0,1085,5,390,1,2329.0,1,11839.0,86.0,99.0,121,5,7,1475.0,1990,262280
3.0,1,0,1,1588,1,1588.0,1,10000.0,85.0,410.0,45,5,8,1588.0,2006,227000
3.0,3,655,2,0,2,1194.0,0,8910.0,79.0,0.0,0,6,6,655.0,1959,159500
3.0,2,1200,5,279,0,1494.0,1,9236.0,79.0,0.0,27,5,6,1479.0,1997,217000
4.0,1,816,1,1217,2,2761.375,1,14720.0,56.0,415.0,86,5,8,2033.0,1995,410000
2.0,1,298,5,572,1,914.0,0,8846.0,57.0,0.0,0,5,5,870.0,1996,148000
3.0,0,16,3,712,1,1641.0,2,9600.0,60.0,0.0,0,7,7,728.0,1925,178000
3.0,0,0,1,1078,1,1573.0,0,6240.0,52.0,0.0,0,7,5,1078.0,1930,162900
3.0,1,1036,5,336,1,1472.0,0,14115.0,69.0,225.0,48,5,7,1372.0,1980,187500
4.0,3,660,2,323,1,1750.0,0,12508.0,75.0,0.0,0,7,6,983.0,1940,160000
3.0,1,20,5,846,0,1768.0,1,10769.0,68.0,0.0,105,5,8,866.0,2007,212000
2.0,0,616,3,580,0,1196.0,0,9000.0,72.0,74.0,44,5,6,1196.0,1956,139000
2.0,0,0,1,0,2,1126.0,1,8777.0,67.0,0.0,96,5,4,41.125,1949,108000
3.0,0,0,1,0,1,845.0,0,11500.0,69.0,0.0,0,3,4,41.125,1957,84000
3.0,1,562,1,29,0,1968.0,0,11075.0,69.0,232.0,189,4,5,784.0,1969,172000
4.0,0,392,4,392,1,1221.0,0,9738.0,60.0,0.0,0,7,5,784.0,1924,104900
3.0,0,0,1,684,1,1368.0,0,3600.0,60.0,0.0,158,7,6,684.0,1910,114504
3.0,0,321,0,162,1,987.0,0,1869.0,31.5,127.0,0,6,6,483.0,1970,106000
3.0,3,738,5,172,2,1442.0,1,10357.0,107.5,0.0,244,5,7,910.0,1990,179900
2.0,0,836,3,0,1,1220.0,0,8877.0,67.0,0.0,0,5,4,836.0,1951,102000
3.0,1,20,5,1480,0,1500.0,1,8487.0,63.0,210.0,36,5,7,1500.0,2004,190000
3.0,3,781,5,503,2,2450.0,1,16545.0,69.0,415.0,126,5,8,1284.0,1998,340000
3.0,2,912,5,1035,0,2207.0,0,17869.125,69.0,287.0,0,5,7,1947.0,1970,180000
2.0,1,686,5,501,0,1208.0,1,6762.0,64.0,24.0,61,5,7,1187.0,2006,206000
4.0,0,0,1,1050,1,1795.0,0,12150.0,81.0,335.0,0,5,5,1050.0,1954,131500
4.0,2,1440,1,0,1,1440.0,0,7711.0,42.0,0.0,0,3,4,1440.0,1977,150000
3.0,3,36,5,1176,0,1212.0,1,10420.0,83.0,0.0,22,5,6,1212.0,2009,186000
2.0,0,0,1,572,1,1111.0,0,5700.0,69.0,0.0,0,7,7,572.0,1926,116900
4.0,0,575,5,487,2,2715.0,1,8963.0,69.0,289.0,204,9,8,1142.0,1976,299800
3.0,1,0,1,880,2,1724.0,1,8924.0,57.0,0.0,155,5,7,880.0,1998,188000
3.0,0,569,2,678,1,1328.0,0,9790.0,69.0,415.0,26,5,6,1328.0,1963,143000
3.0,1,1016,1,36,0,1052.0,0,8400.0,70.0,168.0,0,5,5,1052.0,1968,138500
4.0,0,0,1,1288,1,2417.0,1,16059.0,107.5,284.0,82,5,8,1288.0,1991,260000
3.0,0,732,0,216,1,948.0,0,8190.0,60.0,0.0,36,6,4,948.0,1954,119000
3.0,0,0,1,728,1,2019.0,1,11414.0,60.0,0.0,135,8,7,728.0,1910,167500
2.0,0,0,1,440,1,869.0,3,5900.0,51.0,0.0,0,7,4,440.0,1923,85500
2.0,3,24,5,1530,0,1554.0,1,4590.0,34.0,108.0,73,5,8,1554.0,2006,209500
4.0,3,500,2,176,1,2112.0,0,11075.0,85.0,0.0,0,5,6,952.0,1969,206900
3.0,0,0,1,816,1,1416.0,1,17869.125,69.0,0.0,0,7,5,816.0,1918,112000
3.0,0,759,5,80,1,1593.0,0,7415.0,62.0,0.0,75,5,6,839.0,2004,193000
3.0,0,982,2,179,1,1381.0,1,9360.0,78.0,0.0,0,7,6,1161.0,1972,197500
3.0,0,620,0,0,0,1632.0,0,9600.0,80.0,183.0,0,6,6,1240.0,1958,139000
2.0,0,0,1,920,1,954.0,3,6305.0,50.0,0.0,0,7,5,920.0,1938,119750
4.0,0,0,1,0,0,1922.0,1,7301.0,64.0,415.0,0,5,7,41.125,2003,198500
3.0,0,560,4,420,1,980.0,0,7064.0,71.0,153.0,0,6,5,980.0,1977,135000
3.0,3,486,5,434,0,1786.0,1,11250.0,68.0,162.0,42,5,7,920.0,2001,223500
3.0,1,1369,5,317,0,1694.0,1,10084.0,75.0,186.0,57,5,8,1686.0,2004,307000
2.0,0,680,2,292,1,972.0,0,8000.0,50.0,0.0,0,6,6,972.0,1948,132000
3.0,0,988,0,200,1,1437.0,0,14175.0,69.0,0.0,0,6,5,1188.0,1956,168000
3.0,0,0,1,1055,2,2263.0,1,9240.0,69.0,396.0,45,5,8,1055.0,2001,287000
3.0,0,315,5,114,0,1725.0,0,11584.0,80.0,96.0,88,6,7,539.0,1979,197000
2.0,0,360,4,710,1,1236.0,1,10011.0,72.0,64.0,0,6,5,1070.0,1957,134450
3.0,0,369,3,671,0,1040.0,0,7560.0,70.0,0.0,0,5,5,1040.0,1959,133700
3.0,0,1218,5,486,1,1704.0,1,11478.0,98.0,200.0,50,5,8,1704.0,2007,306000
3.0,0,644,2,549,2,1523.0,0,11361.0,104.0,160.0,0,5,6,1193.0,1976,180000
3.0,0,0,1,1489,0,1489.0,1,11216.0,81.0,0.0,140,5,8,1489.0,2006,232600
1.0,0,988,1,398,1,1569.0,1,3635.0,51.0,130.0,20,5,7,1386.0,2007,175900
3.0,0,0,1,1212,0,1212.0,1,9100.0,70.0,0.0,0,5,7,1212.0,2001,178000
3.0,0,788,5,785,0,1573.0,1,9808.0,67.0,110.0,72,5,7,1573.0,2002,227000
4.0,0,247,0,485,0,1790.0,0,10400.0,80.0,288.0,0,5,6,732.0,1972,165150
3.0,2,1309,5,15,0,1576.0,1,17869.125,107.5,0.0,312,6,5,1324.0,1923,223500
3.0,0,503,0,361,0,1728.0,1,8791.0,64.0,0.0,56,5,6,864.0,2003,207500
3.0,0,0,1,1566,0,1600.0,1,14230.0,107.5,415.0,56,5,8,1566.0,2007,256300
3.0,2,1249,5,673,2,1922.0,1,14157.0,86.0,200.0,51,5,9,1922.0,2005,377426
3.0,1,0,1,846,0,1692.0,1,13159.0,83.0,0.0,114,5,7,846.0,2009,224500
3.0,1,24,5,1632,1,1656.0,1,11096.0,84.0,0.0,146,5,8,1656.0,2006,249700
2.0,0,0,1,641,1,1047.0,0,10800.0,60.0,0.0,0,7,4,641.0,1885,100000
4.0,0,1410,5,438,2,2728.0,2,17869.125,56.0,415.0,0,5,9,1848.0,2005,437154
3.0,0,490,1,935,0,1425.0,0,10175.0,100.0,272.0,0,5,6,1425.0,1964,180500
2.0,0,0,1,952,1,952.0,3,8854.0,69.0,0.0,98,6,6,952.0,1916,121000
3.0,0,716,2,274,1,990.0,0,13568.0,43.0,0.0,0,5,5,990.0,1995,156000
1.0,2,938,2,0,1,988.0,0,17869.125,69.0,0.0,130,5,6,938.0,1969,180000
3.0,0,1056,0,0,1,1056.0,0,8900.0,69.0,0.0,42,4,4,1056.0,1966,107000
3.0,2,1320,5,426,2,1746.0,2,14892.0,42.0,160.0,39,5,9,1746.0,2006,377500
3.0,0,0,1,832,2,1718.0,0,10141.0,74.0,40.0,94,5,7,832.0,1998,185000
3.0,1,444,2,76,0,1464.0,0,12886.0,70.0,0.0,0,6,5,520.0,1963,175000
3.0,0,0,1,831,0,1660.0,1,8935.0,68.0,95.0,68,5,7,831.0,2002,195000
2.0,0,456,5,1296,0,1752.0,2,7658.0,61.0,412.0,82,5,9,1752.0,2005,319900
4.0,0,498,5,652,0,2620.0,0,17869.125,69.0,1.0,24,5,5,1361.0,1977,190000
3.0,2,2260,5,878,2,2761.375,2,17869.125,107.5,415.0,406,5,10,2054.125,2007,184750
2.0,0,784,2,0,1,784.0,1,6130.0,50.0,0.0,0,6,5,784.0,1924,109500
3.0,0,932,2,108,0,1120.0,3,6970.0,85.0,0.0,0,5,4,1040.0,1961,129000
3.0,0,547,0,504,1,1382.0,0,11235.0,75.0,51.0,82,5,4,1051.0,1963,148000
3.0,3,438,0,234,2,1386.0,0,11616.0,69.0,328.0,0,5,6,672.0,1978,158900
1.0,0,0,1,0,1,334.0,3,5000.0,50.0,0.0,0,3,1,41.125,1946,39300
2.0,0,0,1,600,0,1200.0,1,3182.0,31.5,0.0,172,5,7,600.0,2004,151000
2.0,0,0,1,1375,2,1414.0,1,3072.0,69.0,18.0,20,5,7,1375.0,2004,178740
4.0,0,0,1,1584,1,1584.0,0,8944.0,65.0,0.0,152,5,5,1584.0,1967,124000
3.0,0,0,1,792,1,1517.0,1,11435.0,69.0,0.0,0,7,8,792.0,1929,230000
3.0,0,656,2,602,1,1258.0,1,11040.0,80.0,144.0,0,7,6,1258.0,1971,145000
3.0,0,599,5,277,1,902.0,0,6173.0,69.0,75.0,0,6,5,876.0,1967,125500
3.0,0,941,2,217,1,1158.0,1,13072.0,63.0,0.0,50,5,6,1158.0,2004,158000
2.0,0,713,2,163,1,964.0,0,13360.0,80.0,0.0,0,7,5,876.0,1921,163500
3.0,0,187,3,111,1,2380.0,0,17869.125,69.0,113.0,265,5,6,1021.0,1965,129000
2.0,1,724,5,508,1,1232.0,1,7314.0,64.0,82.0,0,5,7,1232.0,2007,194500
3.0,1,390,2,474,1,864.0,0,7180.0,60.0,0.0,0,7,5,864.0,1972,127000
3.0,1,421,5,386,1,1982.0,1,11287.0,82.0,340.0,84,6,7,807.0,1989,228500
3.0,1,956,5,130,0,1924.0,1,12011.0,78.0,415.0,75,5,8,1086.0,1998,280000
3.0,0,0,1,1276,1,2080.0,1,10918.0,53.0,0.0,0,9,7,1276.0,1926,234000
3.0,0,0,1,953,0,1647.0,0,7917.0,62.0,0.0,40,5,6,953.0,1999,175000
2.0,0,165,3,598,1,1617.0,1,8012.0,50.0,0.0,69,5,6,1604.0,1993,193000
3.0,0,0,1,0,1,1340.0,0,9060.0,60.0,98.0,0,6,5,41.125,1957,120000
3.0,1,1646,5,284,2,1940.0,2,10159.0,83.0,415.0,95,5,9,1930.0,2009,395192
4.0,0,444,0,550,1,1855.0,0,9525.0,75.0,0.0,0,4,6,994.0,1954,136900
2.0,1,747,2,0,0,884.0,1,9180.0,69.0,0.0,0,7,5,840.0,1983,144000
2.0,0,0,1,764,0,1626.0,1,2628.0,36.0,106.0,27,5,7,764.0,2003,175500
2.0,0,312,3,408,1,1284.0,0,3500.0,50.0,0.0,35,7,5,720.0,1947,110000
4.0,3,0,1,1128,1,2290.0,1,11250.0,69.0,0.0,0,5,8,1128.0,2002,255900
2.0,2,104,3,0,1,816.0,0,8472.0,107.5,0.0,0,5,5,816.0,1963,110000
4.0,0,1002,5,0,1,2183.0,1,13837.0,69.0,178.0,0,5,7,1204.0,1988,229000
3.0,0,1088,3,0,1,1869.0,0,8820.0,98.0,0.0,0,6,5,1088.0,1890,124900
4.0,0,364,0,554,1,1646.0,0,7128.0,53.0,0.0,0,5,7,918.0,1941,164000
2.0,0,976,5,868,2,1844.0,1,10994.0,88.0,366.0,44,5,8,1844.0,2005,257000
3.0,2,0,1,1571,2,1571.0,1,10991.0,89.0,80.0,36,5,8,1571.0,2007,239000
3.0,0,0,1,1362,1,2082.0,1,11426.0,63.0,0.0,238,5,7,1362.0,2003,200000
5.0,0,0,1,1907,1,1959.0,0,11070.0,82.0,70.0,0,5,7,1907.0,1988,171000
4.0,0,0,1,1181,2,2374.0,2,11999.0,93.0,340.0,100,5,8,1181.0,2003,285000
3.0,0,448,0,448,2,2142.0,1,13000.0,100.0,415.0,72,6,6,896.0,1968,193500
2.0,0,0,1,600,0,1200.0,1,3180.0,31.5,0.0,166,5,7,600.0,2005,144152
3.0,0,0,1,1053,0,1992.0,1,9375.0,75.0,415.0,45,5,8,1053.0,2003,250000
4.0,0,0,1,969,2,2285.0,1,11000.0,69.0,72.0,56,5,8,969.0,2000,248000
2.0,2,1219,5,424,1,1824.0,1,17869.125,69.0,351.0,48,5,7,1643.0,1971,302000
3.0,2,1261,5,572,2,1850.0,1,16033.0,98.0,378.0,112,5,9,1833.0,2004,326000
4.0,0,351,2,112,1,1355.0,0,10106.0,62.0,0.0,0,7,5,644.0,1940,127500
3.0,0,0,1,840,0,1668.0,1,11317.0,72.0,101.0,68,5,7,840.0,2003,180000
3.0,0,0,1,319,1,1406.0,3,7920.0,69.0,0.0,144,7,6,319.0,1920,89500
2.0,0,247,1,557,2,1888.0,1,16492.0,107.5,0.0,0,6,6,1517.0,1966,190000
2.0,3,767,5,461,2,1228.0,1,4671.0,40.0,0.0,120,5,8,1228.0,1988,189000
3.0,2,828,5,115,2,1638.0,0,9042.0,59.0,0.0,38,5,6,943.0,1998,192000
3.0,0,520,0,440,2,960.0,0,10921.0,73.0,48.0,0,5,4,960.0,1965,94750
3.0,0,1234,5,464,1,1698.0,2,13286.0,86.0,340.0,64,5,9,1698.0,2007,320000
3.0,0,354,0,412,0,1063.0,0,9920.0,80.0,110.0,0,5,5,1056.0,1954,128000
3.0,0,465,4,447,1,1236.0,0,6993.0,65.0,0.0,0,7,5,912.0,1961,135000
4.0,0,0,1,0,1,1535.0,0,7018.0,64.0,0.0,0,5,5,41.125,1979,118964
1.0,1,495,2,135,1,630.0,0,1890.0,31.5,0.0,0,7,4,630.0,1972,81000
3.0,0,273,4,0,0,1092.0,0,2217.0,31.5,0.0,0,4,4,546.0,1970,88000
2.0,0,1572,5,80,2,1652.0,2,13173.0,107.5,300.0,102,5,9,1652.0,2006,325000
3.0,0,572,0,572,1,1144.0,0,7875.0,75.0,136.0,0,6,5,1144.0,1961,139950
2.0,1,0,1,1795,0,1795.0,1,9986.0,75.0,415.0,49,5,8,1795.0,2006,147000
3.0,0,0,1,1541,0,1541.0,1,13704.0,107.5,150.0,81,5,7,1541.0,2001,205000
4.0,0,666,2,409,1,1507.0,0,7910.0,70.0,0.0,0,5,5,1075.0,1960,127000
2.0,0,0,1,776,1,1441.0,1,2645.0,31.5,415.0,0,5,8,776.0,1999,174000
3.0,0,0,1,1468,0,1479.0,1,9382.0,93.0,125.0,25,5,7,1468.0,1999,191000
2.0,0,358,2,125,1,987.0,0,1680.0,31.5,415.0,0,3,6,483.0,1971,89500
2.0,0,344,0,328,1,672.0,0,9340.0,50.0,0.0,113,6,4,672.0,1941,113000
4.0,0,378,1,342,1,2192.0,1,8400.0,60.0,0.0,24,8,5,720.0,1939,179500
3.0,0,1464,5,536,1,2000.0,1,10386.0,80.0,246.0,0,5,8,2000.0,2004,305900
2.0,0,0,1,1125,1,1125.0,0,8536.0,74.0,0.0,64,5,5,1125.0,2006,155000
3.0,0,0,1,0,1,1124.0,0,8335.0,77.0,0.0,36,5,5,41.125,1954,93000
3.0,0,1186,5,291,2,1839.0,1,14442.0,107.5,106.0,87,7,6,1477.0,1957,257500
4.0,2,697,0,747,2,2144.0,1,17869.125,69.0,415.0,98,7,6,1444.0,1958,277000
3.0,2,1201,5,105,1,2260.0,1,14000.0,80.0,0.0,44,5,7,1306.0,1996,328000
4.0,0,442,0,374,0,1977.0,0,9500.0,100.0,272.0,52,6,6,816.0,1964,165000
2.0,0,565,2,280,1,845.0,0,7599.0,69.0,0.0,0,6,4,845.0,1982,129500
3.0,0,648,5,176,0,1786.0,1,9337.0,69.0,0.0,162,5,6,824.0,1997,204750
3.0,0,0,1,588,2,2555.0,0,11526.0,79.0,0.0,0,7,6,588.0,1922,191000
4.0,0,1018,0,380,0,1700.0,1,10552.0,70.0,0.0,38,5,5,1398.0,1959,165500
3.0,0,786,5,173,2,1671.0,0,10852.0,58.0,0.0,38,5,6,959.0,2000,173000
3.0,0,0,1,780,1,1376.0,0,8600.0,50.0,0.0,0,6,6,780.0,1937,119500
3.0,0,0,1,1436,1,1689.0,0,9855.0,73.0,0.0,0,5,6,1436.0,1956,127500
3.0,0,0,1,718,1,2554.0,0,10800.0,60.0,0.0,48,8,7,718.0,1890,159500
4.0,3,0,1,876,1,1416.0,0,12665.0,100.0,0.0,0,8,5,876.0,1915,153900
2.0,0,708,5,108,1,816.0,0,7100.0,73.0,0.0,0,7,5,816.0,1957,129900
3.0,0,0,1,1090,0,1370.0,0,10400.0,80.0,189.0,0,5,7,1090.0,1976,152000
2.0,0,0,1,1442,0,1442.0,0,11717.0,69.0,415.0,0,6,6,1442.0,1970,185000
2.0,0,336,4,295,1,1285.0,0,8635.0,50.0,0.0,0,5,5,672.0,1948,127000
3.0,0,0,1,384,2,1474.0,0,8530.0,69.0,22.0,72,5,7,384.0,1995,168500
3.0,1,862,1,255,1,2013.0,0,9920.0,92.0,0.0,130,5,7,1117.0,1996,269790
3.0,0,33,5,1530,0,1563.0,1,10206.0,78.0,415.0,99,5,8,1563.0,2007,245000
2.0,2,1116,4,248,1,1663.0,1,17869.125,69.0,0.0,137,6,4,1364.0,1954,256000
4.0,0,0,1,720,1,1192.0,0,10800.0,60.0,0.0,0,4,4,720.0,1949,135000
4.0,0,0,1,1095,1,1774.0,0,9600.0,60.0,0.0,0,2,4,1095.0,1900,87000
3.0,3,464,5,927,0,1962.0,1,8760.0,73.0,0.0,90,5,7,1391.0,2006,239799
3.0,1,0,1,1302,2,1302.0,1,8993.0,73.0,0.0,22,5,7,1302.0,2007,176485
2.0,0,0,1,648,1,1118.0,0,4400.0,40.0,0.0,0,8,6,648.0,1920,116000
3.0,3,1121,5,645,2,1766.0,2,9187.0,85.0,162.0,130,5,9,1766.0,2009,370878
3.0,0,0,1,1237,2,1253.0,0,7875.0,63.0,38.0,21,5,7,1237.0,1995,176000
3.0,0,338,5,702,1,1097.0,0,9672.0,81.0,0.0,0,5,6,1040.0,1984,152000
3.0,0,734,5,344,2,1078.0,0,12537.0,69.0,0.0,0,6,5,1078.0,1971,149900
3.0,0,0,1,806,2,1572.0,0,10364.0,69.0,0.0,40,5,6,806.0,1995,168000
0.0,2,1258,5,74,2,1524.0,1,17869.125,69.0,0.0,0,6,7,1332.0,1979,260000
3.0,0,772,2,220,0,2060.0,1,8755.0,69.0,298.0,0,5,7,992.0,1999,214000
3.0,0,111,5,354,0,1344.0,1,14375.0,69.0,415.0,118,6,6,819.0,1958,137500
4.0,0,224,3,816,1,1818.0,0,7758.0,69.0,415.0,0,4,7,1040.0,1931,169500
3.0,3,903,0,126,1,1029.0,0,7943.0,61.0,192.0,0,5,4,1029.0,1961,118500
5.0,0,837,2,105,1,2521.0,0,3964.0,42.0,0.0,20,4,6,942.0,1973,151400
3.0,0,0,1,750,0,1500.0,1,8846.0,68.0,0.0,35,5,6,750.0,2005,173900
4.0,2,351,2,1043,1,2217.0,1,15865.0,95.0,0.0,207,6,8,2054.125,1970,268000
2.0,3,24,5,1346,0,1370.0,1,6442.0,44.0,178.0,49,5,8,1370.0,2006,202500
3.0,0,905,5,357,1,1262.0,1,7200.0,60.0,68.0,120,5,6,1262.0,2006,185000
4.0,0,624,5,193,1,1894.0,1,11316.0,80.0,44.0,40,5,7,817.0,2002,214900
3.0,0,0,1,1694,2,1694.0,1,12030.0,93.0,254.0,228,5,8,1694.0,2007,318000
2.0,0,524,2,160,1,864.0,0,10500.0,70.0,0.0,0,6,4,864.0,1971,97000
3.0,0,0,1,970,1,1709.0,1,2522.0,31.5,50.0,40,5,6,970.0,2004,130000
4.0,0,0,1,715,1,1738.0,0,12513.0,69.0,0.0,0,4,4,715.0,1920,104900
3.0,0,428,4,0,1,1319.0,0,10634.0,79.0,0.0,0,6,5,608.0,1953,123000
5.0,3,1470,5,203,1,2761.375,1,12376.0,90.0,0.0,0,5,7,1673.0,1990,320000
3.0,0,0,1,684,1,1355.0,1,6882.0,60.0,0.0,0,7,6,684.0,1914,127000
3.0,0,0,1,728,1,1306.0,3,5350.0,55.0,0.0,0,2,3,728.0,1940,76500
2.0,1,656,5,112,1,768.0,0,8445.0,70.0,0.0,0,7,5,768.0,1972,133000
2.0,0,851,5,140,0,1077.0,0,7420.0,50.0,0.0,4,6,5,991.0,1939,118000
2.0,0,331,2,318,1,1183.0,0,6000.0,50.0,0.0,176,7,3,649.0,1948,120000
3.0,1,0,1,728,2,1456.0,1,9018.0,65.0,0.0,24,5,7,728.0,2007,179540
4.0,0,0,1,975,2,2291.0,1,8738.0,66.0,302.0,0,5,7,975.0,1999,230000
1.0,1,685,5,163,1,848.0,1,4435.0,69.0,170.0,0,5,6,848.0,2003,140000
3.0,1,1280,5,402,2,2332.0,2,12474.0,96.0,272.0,134,5,10,1682.0,2007,426000
3.0,0,0,1,884,1,1348.0,0,6000.0,50.0,0.0,0,8,5,884.0,1925,117000
4.0,0,626,0,501,1,2108.0,1,13728.0,107.5,0.0,0,7,6,1127.0,1935,235000
3.0,0,637,0,0,1,1336.0,0,11040.0,60.0,0.0,47,6,4,637.0,1920,108000
3.0,2,5644,5,466,2,2761.375,2,17869.125,107.5,415.0,292,5,10,2054.125,2008,160000
2.0,0,457,2,193,1,1344.0,0,9503.0,69.0,0.0,28,5,5,1024.0,1958,144000
3.0,0,544,5,288,2,1935.0,0,8004.0,75.0,110.0,150,5,8,832.0,2009,263435
4.0,0,0,1,941,1,1470.0,0,8172.0,60.0,0.0,0,6,4,941.0,1954,135000
3.0,0,297,4,1203,0,2156.0,0,17869.125,69.0,0.0,80,7,7,1568.0,1968,262500
6.0,0,1332,0,396,1,1728.0,0,9100.0,70.0,336.0,0,5,5,1728.0,1963,125000
3.0,0,400,5,466,0,1768.0,1,9803.0,75.0,0.0,108,5,7,866.0,2005,226700
3.0,0,586,4,462,1,1048.0,0,10152.0,72.0,120.0,20,5,5,1048.0,1956,135000
3.0,0,0,1,864,0,1728.0,1,9313.0,65.0,0.0,56,5,7,864.0,2004,190000
4.0,0,259,3,425,1,2358.0,0,5250.0,50.0,0.0,54,5,8,684.0,1872,122000
3.0,1,786,5,82,1,1146.0,1,9590.0,73.0,415.0,22,5,7,868.0,2003,187500
3.0,1,1358,5,223,0,1601.0,1,11423.0,69.0,415.0,0,5,8,1581.0,2001,272000
4.0,0,57,2,554,1,1920.0,1,13650.0,69.0,0.0,0,5,5,1052.0,1958,172500
3.0,0,0,1,622,1,1363.0,0,7740.0,60.0,0.0,0,7,4,622.0,1910,125500
2.0,3,210,3,219,1,1148.0,0,6420.0,57.0,0.0,0,7,5,980.0,1952,123500
2.0,1,0,1,1286,0,1294.0,1,6762.0,64.0,0.0,55,5,7,1286.0,2006,193879
2.0,0,324,3,588,1,1248.0,0,9439.0,52.0,0.0,0,5,5,912.0,1930,87000
3.0,0,353,5,55,2,1419.0,1,7750.0,69.0,0.0,0,5,8,408.0,2002,184100
3.0,0,678,4,762,2,1440.0,1,12546.0,69.0,310.0,0,7,6,1440.0,1981,182900
3.0,0,0,1,1140,1,1140.0,0,17217.0,90.0,0.0,56,5,5,1140.0,2006,84500
3.0,3,859,2,216,1,2090.0,0,10382.0,69.0,240.0,204,6,7,1107.0,1973,200000
3.0,0,0,1,798,0,1640.0,1,7226.0,72.0,0.0,45,5,7,798.0,2003,183000
3.0,0,1138,5,270,0,1679.0,1,8125.0,65.0,258.0,42,5,6,1408.0,1994,193500
3.0,0,375,2,360,1,1218.0,0,6000.0,60.0,0.0,0,6,6,735.0,1941,131000
3.0,0,874,2,268,2,1142.0,0,4224.0,44.0,0.0,90,5,5,1142.0,1976,134000
3.0,1,1097,5,0,2,1110.0,1,9101.0,69.0,104.0,30,6,5,1097.0,1978,165500
3.0,0,1040,2,124,1,1164.0,0,10880.0,68.0,0.0,48,5,5,1164.0,1950,125000
3.0,3,0,1,596,1,1192.0,0,6402.0,60.0,0.0,0,5,5,596.0,1920,78000
3.0,1,0,1,1422,0,1422.0,1,8500.0,63.0,106.0,60,5,7,1422.0,2004,179600
3.0,0,702,4,192,0,894.0,1,9764.0,57.0,0.0,0,7,5,894.0,1967,130000
3.0,3,0,1,1082,0,1953.0,1,10574.0,85.0,0.0,50,5,8,1082.0,2005,252000
3.0,0,361,5,602,0,1792.0,1,12435.0,80.0,172.0,96,5,7,963.0,2001,231500
2.0,0,348,4,324,1,924.0,3,12180.0,60.0,0.0,0,4,4,672.0,1941,80000
2.0,0,623,2,0,1,752.0,0,7175.0,50.0,0.0,0,5,6,744.0,1984,125000
3.0,0,410,4,390,1,1740.0,0,13125.0,75.0,0.0,0,6,7,800.0,1940,219500
3.0,0,0,1,808,0,1593.0,0,9636.0,69.0,0.0,40,5,6,808.0,1992,178000
4.0,0,507,0,403,1,1385.0,0,8520.0,71.0,0.0,0,4,5,910.0,1952,166000
3.0,0,0,1,1257,1,1266.0,1,7500.0,62.0,0.0,144,5,7,1257.0,2005,176000
3.0,0,0,1,868,0,2021.0,1,17869.125,107.5,0.0,100,5,7,868.0,2006,274725
2.0,0,686,2,664,0,1334.0,0,9650.0,80.0,360.0,16,5,6,1350.0,1977,167900
2.0,0,510,4,90,1,1252.0,1,2160.0,31.5,212.0,48,5,7,600.0,1999,160000
5.0,0,168,0,0,1,2526.0,1,8520.0,60.0,0.0,15,7,6,714.0,1916,136000
2.0,2,1767,5,788,2,2402.0,2,15431.0,105.0,200.0,72,5,10,2054.125,2008,555000
3.0,3,0,1,611,2,1362.0,0,6155.0,60.0,0.0,0,8,6,611.0,1920,128000
4.0,2,1387,5,543,2,2761.375,1,17869.125,107.5,415.0,76,5,10,1930.0,1995,625000
4.0,0,565,5,638,1,2520.0,1,9950.0,82.0,290.0,114,5,7,1203.0,1995,290000
2.0,0,0,1,0,1,944.0,3,10206.0,74.0,0.0,0,3,3,41.125,1952,82000
3.0,0,842,2,70,1,912.0,0,8521.0,70.0,0.0,0,5,5,912.0,1967,125000
3.0,0,0,1,756,0,1553.0,1,8125.0,65.0,0.0,45,5,7,756.0,2005,186500
